Median_D492	Median_D492_Her2	Median_D492M	D492_1	D492_2	D492_3	D492_Her2_1	D492_Her2_2	D492_Her2_3	Coefficient of variation_D492	Coefficient of variation_D492_Her2	Protein ID_total	Protein ID_R1	Protein Names_R1	Gene Name (GN)_R1	Protein ID_R2	Protein Names_R2	Gene Name (GN)_R2	Protein ID_R3	Protein Names_R3	Gene Name (GN)_R3
-1.15398442745209	0.612205922603607	0.54177850484848	0.828199983	0.863600016	NaN	1.011000037	1.001799941	NaN	0.029591682	0.00646408	Q6P582	Q6P582	Mitotic-spindle organizing protein 2A	MZT2A	Q6P582	Mitotic-spindle organizing protein 2A	MZT2A	Q6P582	Mitotic-spindle organizing protein 2A	MZT2A
-1.15319859981537	0.627586364746094	0.52561229467392	0.690100014	0.684300005	NaN	0.999199986	1.038800001	NaN	0.005968023	0.027479332	Q7KZN9-2	Q7KZN9-2	Isoform 2 of Cytochrome c oxidase assembly protein COX15 homolog	COX15	Q7KZN9-2	Isoform 2 of Cytochrome c oxidase assembly protein COX15 homolog	COX15	Q7KZN9-2	Isoform 2 of Cytochrome c oxidase assembly protein COX15 homolog	COX15
0.716731548309326	-1.14240777492523	0.425676256418228	1.047000051	0.99970001	NaN	0.814899981	0.933499992	NaN	0.03268303	0.095930992	B3KQU6	B3KQU6	cDNA PSEC0207 fis, clone HEMBA1002981, highly similar to Homo sapiens nurim (nuclear envelope membrane protein) (NRM), mRNA		B3KQU6	cDNA PSEC0207 fis, clone HEMBA1002981, highly similar to Homo sapiens nurim (nuclear envelope membrane protein) (NRM), mRNA		B3KQU6	cDNA PSEC0207 fis, clone HEMBA1002981, highly similar to Homo sapiens nurim (nuclear envelope membrane protein) (NRM), mRNA	
-0.218111008405685	-0.872942805290222	1.09105384349823	0.891099989	0.847000003	NaN	0.859899998	0.747200012	NaN	0.03588217	0.099173572	Q8N8Z6	Q8N8Z6	Discoidin, CUB and LCCL domain-containing protein 1	DCBLD1	Q8N8Z6	Discoidin, CUB and LCCL domain-containing protein 1	DCBLD1	Q8N8Z6	Discoidin, CUB and LCCL domain-containing protein 1	DCBLD1
-0.226763695478439	-0.867145419120789	1.09390914440155	0.70539999	0.791599989	NaN	0.606400013	0.646700025	NaN	0.081433005	0.045481463	A8K556	A8K556	cDNA FLJ78217		A8K556	cDNA FLJ78217		A8K556	cDNA FLJ78217	
1.15093874931335	-0.494815587997437	-0.656123161315918	1.301499963	1.212700009	NaN	1.023599982	1.022300005	NaN	0.049949129	0.0008986	Q8TCG1-2	Q8TCG1-2	Isoform 2 of Protein CIP2A	KIAA1524	Q8TCG1-2	Isoform 2 of Protein CIP2A	KIAA1524	Q8TCG1-2	Isoform 2 of Protein CIP2A	KIAA1524
-0.767465531826019	-0.363426834344864	1.13089239597321	0.136700004	0.129099995	NaN	0.329600006	0.305299997	NaN	0.040436556	0.054127267	A0A024R687	A0A024R687	Pleckstrin homology domain containing, family C (With FERM domain) member 1, isoform CRA_b	PLEKHC1	A0A024R687	Pleckstrin homology domain containing, family C (With FERM domain) member 1, isoform CRA_b	PLEKHC1	A0A024R687	Pleckstrin homology domain containing, family C (With FERM domain) member 1, isoform CRA_b	PLEKHC1
0.899099349975586	0.177917703986168	-1.07701706886292	1.151499987	1.250200033	NaN	1.200000048	1.055099964	NaN	0.058118393	0.090869435	Q96G25	Q96G25	Mediator of RNA polymerase II transcription subunit 8	MED8	Q96G25	Mediator of RNA polymerase II transcription subunit 8	MED8	Q96G25	Mediator of RNA polymerase II transcription subunit 8	MED8
-1.14554464817047	0.698453009128571	0.447091609239578	0.770699978	0.763599992	NaN	1.038800001	1.034700036	NaN	0.006544285	0.002796347	Q96NC0	Q96NC0	Zinc finger matrin-type protein 2	ZMAT2	Q96NC0	Zinc finger matrin-type protein 2	ZMAT2	Q96NC0	Zinc finger matrin-type protein 2	ZMAT2
-0.751236319541931	1.13504755496979	-0.383811235427856	0.856400013	0.880500019	NaN	1.514000058	1.573600054	NaN	0.019622635	0.027298588	Q96RF0-3	Q96RF0-3	Isoform 3 of Sorting nexin-18	SNX18	Q96RF0-3	Isoform 3 of Sorting nexin-18	SNX18	Q96RF0-3	Isoform 3 of Sorting nexin-18	SNX18
-0.949303984642029	1.04396426677704	-0.0946603193879128	0.925999999	0.88410002	NaN	1.175500035	1.077499986	NaN	0.032736047	0.061514868	Q9BVA0	Q9BVA0	Katanin p80 WD40 repeat-containing subunit B1	KATNB1	Q9BVA0	Katanin p80 WD40 repeat-containing subunit B1	KATNB1	Q9BVA0	Katanin p80 WD40 repeat-containing subunit B1	KATNB1
-1.0854207277298	0.201541319489479	0.883879423141479	0.868799984	0.773899972	NaN	0.948700011	0.92750001	NaN	0.081700181	0.015979815	Q9BY77	Q9BY77	Polymerase delta-interacting protein 3	POLDIP3	Q9BY77	Polymerase delta-interacting protein 3	POLDIP3	Q9BY77	Polymerase delta-interacting protein 3	POLDIP3
-1.14509856700897	0.701242685317993	0.443855881690979	0.361900002	0.342299998	NaN	1.117799997	1.092100024	NaN	0.039361817	0.016446559	Q9C0H2-3	Q9C0H2-3	Isoform 3 of Protein tweety homolog 3	TTYH3	Q9C0H2-3	Isoform 3 of Protein tweety homolog 3	TTYH3	Q9C0H2-3	Isoform 3 of Protein tweety homolog 3	TTYH3
-0.311070472002029	-0.807494580745697	1.11856496334076	0.671400011	0.714900017	NaN	0.597100019	0.576099992	NaN	0.044375891	0.025314118	Q9H330-2	Q9H330-2	Isoform 2 of Transmembrane protein 245	TMEM245	Q9H330-2	Isoform 2 of Transmembrane protein 245	TMEM245	Q9H330-2	Isoform 2 of Transmembrane protein 245	TMEM245
-0.968272984027863	1.02896273136139	-0.0606897249817848	0.8204	0.851100028	NaN	1.22360003	1.170799971	NaN	0.025974511	0.031185499	B3KS18	B3KS18	cDNA FLJ35285 fis, clone PROST2008079, highly similar to Golgi phosphoprotein 3		B3KS18	cDNA FLJ35285 fis, clone PROST2008079, highly similar to Golgi phosphoprotein 3		B3KS18	cDNA FLJ35285 fis, clone PROST2008079, highly similar to Golgi phosphoprotein 3	
-0.897145092487335	-0.180989265441895	1.07813429832459	0.868099988	0.836499989	NaN	0.939199984	0.872500002	NaN	0.026216794	0.052066026	Q9NX14	Q9NX14	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	NDUFB11	Q9NX14	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	NDUFB11	Q9NX14	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	NDUFB11
-0.412850826978683	-0.72747266292572	1.14032351970673	0.568199992	0.644900024	NaN	0.560000002	0.493699998	NaN	0.089415731	0.088983929	Q9Y2Z2-2	Q9Y2Z2-2	Isoform 1 of Protein MTO1 homolog, mitochondrial	MTO1	Q9Y2Z2-2	Isoform 1 of Protein MTO1 homolog, mitochondrial	MTO1	Q9Y2Z2-2	Isoform 1 of Protein MTO1 homolog, mitochondrial	MTO1
1.13844454288483	-0.73642885684967	-0.402015656232834	1.135499954	1.10679996	NaN	0.9727	0.974699974	NaN	0.018101022	0.001452393	A0A060CZ20	A0A060CZ20	MHC class I antigen	HLA-A	A0A060CZ20	MHC class I antigen	HLA-A	A0A060CZ20	MHC class I antigen	HLA-A
0.917260348796844	-1.06606340408325	0.148802995681763	1.088700056	1.042299986	NaN	0.939499974	0.853399992	NaN	0.030792871	0.067914421	B4DH52	B4DH52	cDNA FLJ55916, highly similar to General transcription factor II-I		B4DH52	cDNA FLJ55916, highly similar to General transcription factor II-I		B4DH52	cDNA FLJ55916, highly similar to General transcription factor II-I	
1.12359130382538	-0.792353570461273	-0.331237703561783	1.284100056	1.171800017	NaN	0.907400012	0.948099971	NaN	0.064667223	0.031020444	B4DP06	B4DP06	cDNA FLJ57133, highly similar to Bifunctional purine biosynthesis protein PURH		B4DP06	cDNA FLJ57133, highly similar to Bifunctional purine biosynthesis protein PURH		B4DP06	cDNA FLJ57133, highly similar to Bifunctional purine biosynthesis protein PURH	
1.15460765361786	-0.564623475074768	-0.589984238147736	1.112200022	1.01849997	NaN	1.015300035	0.986599982	NaN	0.062191713	0.020274741	Q5IRN2	Q5IRN2	DAZAP1/MEF2D fusion protein	DAZAP1/MEF2D fusion	Q5IRN2	DAZAP1/MEF2D fusion protein	DAZAP1/MEF2D fusion	Q5IRN2	DAZAP1/MEF2D fusion protein	DAZAP1/MEF2D fusion
1.14649522304535	-0.45424547791481	-0.692249774932861	5.449999809	6.255000114	NaN	1.601500034	1.654700041	NaN	0.097261201	0.023105512	A0A024R2B1	A0A024R2B1	Serpin peptidase inhibitor, clade B (Ovalbumin), member 8, isoform CRA_a	SERPINB8	A0A024R2B1	Serpin peptidase inhibitor, clade B (Ovalbumin), member 8, isoform CRA_a	SERPINB8			
1.15288031101227	-0.632567822933197	-0.520312428474426	3.865999937	3.434299946	NaN	0.823199987	0.821200013	NaN	0.083628891	0.001720014	O94832	O94832	Unconventional myosin-Id	MYO1D	O94832	Unconventional myosin-Id	MYO1D			
1.14903807640076	-0.673430979251862	-0.47560715675354	2.908499956	2.576100111	NaN	0.818499982	0.757200003	NaN	0.085709872	0.05501762	Q9BXB5	Q9BXB5	Oxysterol-binding protein-related protein 10	OSBPL10	Q9BXB5	Oxysterol-binding protein-related protein 10	OSBPL10			
1.02222907543182	-0.0460492558777332	-0.976179838180542	2.566900015	2.579400063	NaN	1.728899956	1.735499978	NaN	0.003435038	0.002694216	B2R680	B2R680	Signal transducer and activator of transcription		B2R680	Signal transducer and activator of transcription				
1.15213084220886	-0.642742872238159	-0.509387969970703	2.3204	2.210099936	NaN	0.903299987	0.893599987	NaN	0.034430603	0.007634188	Q9UGI8-2	Q9UGI8-2	Isoform 2 of Testin	TES	Q9UGI8-2	Isoform 2 of Testin	TES			
1.08265089988709	-0.193618193268776	-0.889032661914825	2.163800001	2.381700039	NaN	1.43659997	1.461199999	NaN	0.067793903	0.012005554	Q8N4T8	Q8N4T8	Carbonyl reductase family member 4	CBR4	Q8N4T8	Carbonyl reductase family member 4	CBR4			
1.07879912853241	-0.895972669124603	-0.182826384902	2.134599924	1.910300016	NaN	0.425399989	0.41870001	NaN	0.07842171	0.011225212	P13797	P13797	Plastin-3	PLS3	P13797	Plastin-3	PLS3			
1.14942026138306	-0.479185998439789	-0.670234203338623	2.117899895	1.935600042	NaN	1.083099961	1.132500052	NaN	0.063602054	0.031531991	A0A1B0GTB8	A0A1B0GTB8	Carnitine O-palmitoyltransferase 2, mitochondrial	CPT2	A0A1B0GTB8	Carnitine O-palmitoyltransferase 2, mitochondrial	CPT2			
0.561988651752472	0.592576861381531	-1.15456545352936	2.110899925	2.066499949	NaN	2.195800066	2.020400047	NaN	0.015031132	0.058833328	Q9UKS6	Q9UKS6	Protein kinase C and casein kinase substrate in neurons protein 3	PACSIN3	Q9UKS6	Protein kinase C and casein kinase substrate in neurons protein 3	PACSIN3			
1.15398228168488	-0.541724443435669	-0.612257838249207	2.103100061	2.022900105	NaN	1.07980001	1.005100012	NaN	0.02748906	0.050669936	Q9UIQ6-3	Q9UIQ6-3	Isoform 3 of Leucyl-cystinyl aminopeptidase	LNPEP	Q9UIQ6-3	Isoform 3 of Leucyl-cystinyl aminopeptidase	LNPEP			
1.13879370689392	-0.403983384370804	-0.734810352325439	2.059200048	1.961500049	NaN	1.126000047	1.230800033	NaN	0.03436433	0.062885929	Q9UBB5	Q9UBB5	Methyl-CpG-binding domain protein 2	MBD2	Q9UBB5	Methyl-CpG-binding domain protein 2	MBD2			
1.05208611488342	-0.11393141746521	-0.938154757022858	1.96570003	1.954699993	NaN	1.413599968	1.381700039	NaN	0.003968065	0.016138988	B4DXX1	B4DXX1	tRNA (guanine(26)-N(2))-dimethyltransferase		B4DXX1	tRNA (guanine(26)-N(2))-dimethyltransferase				
1.15462350845337	-0.588865458965302	-0.565757989883423	1.939100027	1.989199996	NaN	1.015499949	0.958599985	NaN	0.018036315	0.040762223	O43150	O43150	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2	ASAP2	O43150	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2	ASAP2			
1.13125896453857	-0.766103506088257	-0.36515548825264	1.728099942	1.948400021	NaN	0.744599998	0.806200027	NaN	0.084741292	0.056174617	P51648	P51648	Fatty aldehyde dehydrogenase	ALDH3A2	P51648	Fatty aldehyde dehydrogenase	ALDH3A2			
1.100794672966	-0.248423367738724	-0.852371335029602	1.705500007	1.5273	NaN	1.228800058	1.152400017	NaN	0.077954982	0.045374589	M0QZR4	M0QZR4	Rho guanine nucleotide exchange factor 1	ARHGEF1	M0QZR4	Rho guanine nucleotide exchange factor 1	ARHGEF1			
1.14189946651459	-0.422459751367569	-0.719439685344696	1.664899945	1.459499955	NaN	1.088000059	1.091400027	NaN	0.092971278	0.002206241	O14939-4	O14939-4	Isoform PLD2B of Phospholipase D2	PLD2	O14939-4	Isoform PLD2B of Phospholipase D2	PLD2			
1.13154625892639	-0.765027642250061	-0.366518557071686	1.64320004	1.667999983	NaN	0.859899998	0.791299999	NaN	0.010592056	0.058754269	Q9H0R4-2	Q9H0R4-2	Isoform 2 of Haloacid dehalogenase-like hydrolase domain-containing protein 2	HDHD2	Q9H0R4-2	Isoform 2 of Haloacid dehalogenase-like hydrolase domain-containing protein 2	HDHD2			
1.05154371261597	-0.112623147666454	-0.938920557498932	1.562299967	1.726699948	NaN	1.274700046	1.260400057	NaN	0.070689173	0.007977294	Q53GS7-2	Q53GS7-2	Isoform 2 of Nucleoporin GLE1	GLE1	Q53GS7-2	Isoform 2 of Nucleoporin GLE1	GLE1			
0.45692589879036	0.689912796020508	-1.14683866500854	1.533699989	1.376299977	NaN	1.611700058	1.430500031	NaN	0.076493895	0.084233623	Q9UH65	Q9UH65	Switch-associated protein 70	SWAP70	Q9UH65	Switch-associated protein 70	SWAP70			
1.15446889400482	-0.597265720367432	-0.557203114032745	1.523599982	1.501799941	NaN	0.997600019	0.978399992	NaN	0.01019036	0.013741366	Q13045	Q13045	Protein flightless-1 homolog	FLII	Q13045	Protein flightless-1 homolog	FLII			
1.14264059066772	-0.427169501781464	-0.715471029281616	1.503000021	1.487599969	NaN	1.068699956	1.085000038	NaN	0.007282473	0.010703347	Q02218	Q02218	2-oxoglutarate dehydrogenase, mitochondrial	OGDH	Q02218	2-oxoglutarate dehydrogenase, mitochondrial	OGDH			
1.10454654693604	-0.260755389928818	-0.84379118680954	1.489899993	1.493899941	NaN	1.185099959	1.109300017	NaN	0.001895831	0.046721281	Q969T7-2	Q969T7-2	Isoform 2 of 7-methylguanosine phosphate-specific 5-nucleotidase	NT5C3B	Q969T7-2	Isoform 2 of 7-methylguanosine phosphate-specific 5-nucleotidase	NT5C3B			
0.451250702142715	0.694852590560913	-1.14610326290131	1.476500034	1.65199995	NaN	1.648100019	1.652500033	NaN	0.079333343	0.001885282	P52948-6	P52948-6	Isoform 6 of Nuclear pore complex protein Nup98-Nup96	NUP98	P52948-6	Isoform 6 of Nuclear pore complex protein Nup98-Nup96	NUP98			
1.08566761016846	-0.883413195610046	-0.202254489064217	1.445500016	1.309299946	NaN	0.8046	0.796199977	NaN	0.069920136	0.007420931	B4DWB0	B4DWB0	cDNA FLJ59772, highly similar to Nucleotide-binding protein-like		B4DWB0	cDNA FLJ59772, highly similar to Nucleotide-binding protein-like				
1.13998997211456	-0.410881131887436	-0.729108810424805	1.42990005	1.428799987	NaN	1.031599998	1.114599943	NaN	0.000544207	0.054691851	Q9Y496	Q9Y496	Kinesin-like protein KIF3A	KIF3A	Q9Y496	Kinesin-like protein KIF3A	KIF3A			
1.1483393907547	-0.469348073005676	-0.678991258144379	1.410699964	1.302299976	NaN	1.039000034	1.04279995	NaN	0.056505984	0.002581368	O43768-2	O43768-2	Isoform 2 of Alpha-endosulfine	ENSA	O43768-2	Isoform 2 of Alpha-endosulfine	ENSA			
1.02913212776184	-0.061062790453434	-0.96806937456131	1.406399965	1.442899942	NaN	1.186400056	1.199300051	NaN	0.018116297	0.007646958	A0A1U9X8D3	A0A1U9X8D3	PPP1R18		A0A1U9X8D3	PPP1R18				
1.14113879203796	-0.417756766080856	-0.723381996154785	1.399700046	1.224400043	NaN	1.020799994	1.081500053	NaN	0.094474918	0.040832823	Q15642-4	Q15642-4	Isoform 4 of Cdc42-interacting protein 4	TRIP10	Q15642-4	Isoform 4 of Cdc42-interacting protein 4	TRIP10			
1.15468192100525	-0.57166051864624	-0.583021402359009	1.397699952	1.305899978	NaN	1.028499961	0.976100028	NaN	0.048019223	0.036967324	V9HWE8	V9HWE8	Epididymis secretory sperm binding protein Li 47e	HEL-S-47e	V9HWE8	Epididymis secretory sperm binding protein Li 47e	HEL-S-47e			
0.631476700305939	0.521476030349731	-1.15295267105103	1.393399954	1.271700025	NaN	1.263800025	1.360299945	NaN	0.064579075	0.052006973	F8VVA0	F8VVA0	Autophagy-related protein 101 (Fragment)	ATG101	F8VVA0	Autophagy-related protein 101 (Fragment)	ATG101			
0.501990854740143	0.649562120437622	-1.15155291557312	1.387199998	1.235800028	NaN	1.396999955	1.281599998	NaN	0.081628627	0.06092742	A0A024R8I2	A0A024R8I2	Ubiquitin associated domain containing 1, isoform CRA_c	UBADC1	A0A024R8I2	Ubiquitin associated domain containing 1, isoform CRA_c	UBADC1			
1.02392578125	-0.0497053302824497	-0.974220395088196	1.381100059	1.369300008	NaN	1.099499941	1.247699976	NaN	0.006067405	0.089292138	Q13439-5	Q13439-5	Isoform 5 of Golgin subfamily A member 4	GOLGA4	Q13439-5	Isoform 5 of Golgin subfamily A member 4	GOLGA4			
1.09451127052307	-0.228611752390862	-0.865899443626404	1.371500015	1.294800043	NaN	1.148000002	1.068600059	NaN	0.040681896	0.050657978	P57772	P57772	Selenocysteine-specific elongation factor	EEFSEC	P57772	Selenocysteine-specific elongation factor	EEFSEC			
1.13956880569458	-0.731145024299622	-0.408423781394959	1.354400039	1.195299983	NaN	0.953700006	0.931699991	NaN	0.088246246	0.01650192	B7ZKK7	B7ZKK7	eIF2AK2 protein	EIF2AK2	B7ZKK7	eIF2AK2 protein	EIF2AK2			
1.13539147377014	-0.385584324598312	-0.749807178974152	1.347000003	1.229599953	NaN	1.048300028	1.06309998	NaN	0.064437144	0.009912993	Q96EY4	Q96EY4	Translation machinery-associated protein 16	TMA16	Q96EY4	Translation machinery-associated protein 16	TMA16			
1.13228857517242	-0.762210369110107	-0.370078235864639	1.345399976	1.524299979	NaN	0.858399987	0.914600015	NaN	0.088163507	0.044827321	P30154	P30154	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	PPP2R1B	P30154	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	PPP2R1B			
1.15455424785614	-0.593196570873261	-0.561357617378235	1.343899965	1.362100005	NaN	0.958700001	1.02820003	NaN	0.009511731	0.049467956	G3V5S9	G3V5S9	rRNA-processing protein FCF1 homolog	FCF1	G3V5S9	rRNA-processing protein FCF1 homolog	FCF1			
0.768787682056427	0.361745685338974	-1.13053333759308	1.343099952	1.262099981	NaN	1.262799978	1.212700009	NaN	0.043970236	0.028621311	P98170	P98170	E3 ubiquitin-protein ligase XIAP	XIAP	P98170	E3 ubiquitin-protein ligase XIAP	XIAP			
1.148810505867	-0.473529994487762	-0.675280511379242	1.341500044	1.511999965	NaN	1.040500045	1.053900003	NaN	0.084500894	0.00904813	Q96HS1	Q96HS1	Serine/threonine-protein phosphatase PGAM5, mitochondrial	PGAM5	Q96HS1	Serine/threonine-protein phosphatase PGAM5, mitochondrial	PGAM5			
0.941778659820557	0.107720784842968	-1.04949951171875	1.335000038	1.453099966	NaN	1.284999967	1.172999978	NaN	0.059904064	0.064439344	Q13310	Q13310	Polyadenylate-binding protein 4	PABPC4	Q13310	Polyadenylate-binding protein 4	PABPC4			
1.10114502906799	-0.851586997509003	-0.249558076262474	1.331599951	1.219200015	NaN	0.927299976	0.827199996	NaN	0.06231673	0.080685525	Q3B874	Q3B874	STRN protein (Fragment)	STRN	Q3B874	STRN protein (Fragment)	STRN			
-0.00211636745370924	1.00105655193329	-0.998940110206604	1.317399979	1.200700045	NaN	1.501799941	1.537700057	NaN	0.065540935	0.016703547	Q01433-3	Q01433-3	Isoform Ex1A-3 of AMP deaminase 2	AMPD2	Q01433-3	Isoform Ex1A-3 of AMP deaminase 2	AMPD2			
0.759075999259949	0.37402206659317	-1.13309800624847	1.313899994	1.263499975	NaN	1.258100033	1.201799989	NaN	0.027654377	0.032367285	W6MEN3	W6MEN3	Beta-1,4-galactosyltransferase 1	B4GALT1	W6MEN3	Beta-1,4-galactosyltransferase 1	B4GALT1			
1.15277600288391	-0.518676102161407	-0.634099841117859	1.307299972	1.345999956	NaN	1.024399996	1.017799973	NaN	0.02062716	0.004570483	B4DUD5	B4DUD5	cDNA FLJ58787, highly similar to Cleavage stimulation factor 64 kDa subunit		B4DUD5	cDNA FLJ58787, highly similar to Cleavage stimulation factor 64 kDa subunit				
0.903102576732636	0.171589389443398	-1.07469201087952	1.304700017	1.279299974	NaN	1.139500022	1.228500009	NaN	0.013901349	0.053152444	Q9NPJ3-2	Q9NPJ3-2	Isoform 2 of Acyl-coenzyme A thioesterase 13	ACOT13	Q9NPJ3-2	Isoform 2 of Acyl-coenzyme A thioesterase 13	ACOT13			
1.15469086170197	-0.573252856731415	-0.581438004970551	1.300099969	1.378600001	NaN	0.964699984	1.038499951	NaN	0.041443914	0.052101098	C9JVN9	C9JVN9	L-2-hydroxyglutarate dehydrogenase, mitochondrial	L2HGDH	C9JVN9	L-2-hydroxyglutarate dehydrogenase, mitochondrial	L2HGDH			
1.153963804245	-0.612697064876556	-0.541266798973084	1.293599963	1.425500035	NaN	0.952799976	1.016899943	NaN	0.068601696	0.046022768	Q9NVH2-3	Q9NVH2-3	Isoform 3 of Integrator complex subunit 7	INTS7	Q9NVH2-3	Isoform 3 of Integrator complex subunit 7	INTS7			
0.776721000671387	0.35159108042717	-1.12831211090088	1.283300042	1.237400055	NaN	1.21449995	1.190000057	NaN	0.025751728	0.014409682	A0A024QZ68	A0A024QZ68	RAB34, member RAS oncogene family, isoform CRA_b	RAB34	A0A024QZ68	RAB34, member RAS oncogene family, isoform CRA_b	RAB34			
0.784258127212524	0.341835796833038	-1.12609386444092	1.281000018	1.354599953	NaN	1.220000029	1.268399954	NaN	0.039492346	0.027506764	Q5T0D9	Q5T0D9	Tumor protein p63-regulated gene 1-like protein	TPRG1L	Q5T0D9	Tumor protein p63-regulated gene 1-like protein	TPRG1L			
0.882503092288971	0.203644752502441	-1.08614778518677	1.279199958	1.22510004	NaN	1.191699982	1.138700008	NaN	0.030550987	0.032163269	Q9H944	Q9H944	Mediator of RNA polymerase II transcription subunit 20	MED20	Q9H944	Mediator of RNA polymerase II transcription subunit 20	MED20			
0.730953514575958	0.408655136823654	-1.13960862159729	1.26849997	1.429700017	NaN	1.358199954	1.219699979	NaN	0.084490139	0.075979886	O14976	O14976	Cyclin-G-associated kinase	GAK	O14976	Cyclin-G-associated kinase	GAK			
1.12414491176605	-0.333547294139862	-0.790597558021545	1.247799993	1.389400005	NaN	1.094799995	1.057299972	NaN	0.075933816	0.024642462	G5EA06	G5EA06	28S ribosomal protein S27, mitochondrial	MRPS27	G5EA06	28S ribosomal protein S27, mitochondrial	MRPS27			
